time,x,y,z,vx,vy,vz
0.0,9.898080103156214,0.0,0.0,0.0,2059.312445174085,0.0
0.00014710135924142205,9.892366964335507,0.30273994447407987,0.0,-77.51614510585692,2055.495384287255,0.0
0.00021028557871873732,9.886429982615168,0.4324978326987039,0.0,-110.34020229929644,2051.5710156170558,0.0
0.00027273542683859596,9.878538306611016,0.5604636822238676,0.0,-142.30689840544804,2046.4196897493011,0.0
0.00033551328707198674,9.8686112676673,0.6887394222077405,0.0,-173.84286648224673,2040.0424690133068,0.0
0.00040036244781398053,9.856301199761374,0.8207891601764876,0.0,-205.67440356262378,2032.2882689872476,0.0
0.0004662051894436793,9.841718862022233,0.9543109418749885,0.0,-237.11437783413152,2023.3154631571467,0.0
0.0005310442774094746,9.825366438023282,1.085188053297804,0.0,-267.1217089892168,2013.517823794911,0.0
0.0005966234202879749,9.806881739870501,1.2168845753167763,0.0,-296.4367287813508,2002.7670765256792,0.0
0.0006629956201629264,9.786252720464157,1.3494311559483887,0.0,-324.98785125332415,1991.162437474389,0.0
0.0007314159671023678,9.763044768512922,1.4852401309688006,0.0,-353.1949416065223,1978.5890997308722,0.0
0.0007991112666673195,9.738225920693802,1.6187470057102695,0.0,-379.8465541035878,1965.696199804752,0.0
0.0008649111947658032,9.712413126973647,1.7476693123923916,0.0,-404.5376214445063,1952.8864040575725,0.0
0.0009285822519545953,9.685925549806319,1.8716135846213964,0.0,-427.28921049535717,1940.3755552807636,0.0
0.0009909116843602826,9.658626738915283,1.9921747991936452,0.0,-448.4882582828185,1928.1570600260661,0.0
0.0010524727085512665,9.630399001786985,2.1105065091553863,0.0,-468.4123218159509,1916.2522542319157,0.0
0.0011144390417745997,9.600777037435059,2.2288857461295066,0.0,-487.49662984224324,1904.5690632515311,0.0
0.0011731436897717187,9.571648818701297,2.3403774922003406,0.0,-504.7384304328289,1893.9016730202993,0.0
0.001229619630844387,9.542691517343151,2.447058562898479,0.0,-520.6282025840686,1884.1139779294863,0.0
0.0012857426533722947,9.513043265309525,2.5525405725503276,0.0,-535.8263883353077,1874.9422266533181,0.0
0.001342849457749673,9.482014564878536,2.659361360113662,0.0,-550.7889745526799,1866.2616158549954,0.0
0.0013966727630951572,9.451998015423715,2.7596044402538027,0.0,-564.5370101475123,1858.745248348737,0.0
0.0014498077961981883,9.421645952893455,2.8581867174296716,0.0,-577.8858461185781,1852.0013258761749,0.0
0.00150335072399339,9.39034674244378,2.957182024639098,0.0,-591.2328666336202,1845.9094770104134,0.0
0.0015564687058360349,9.358589814150015,3.055088072161923,0.0,-604.493625459509,1840.5680125831454,0.0
0.0016079699918909486,9.32712387596219,3.1497604217178266,0.0,-617.4854918994107,1836.0409179616292,0.0
0.0016596803803684427,9.29485117949228,3.2445985503782926,0.0,-630.7732229647257,1832.1067535589002,0.0
0.001713160903090512,9.260741763798805,3.342485017078994,0.0,-644.8797449671401,1828.6274631660585,0.0
